"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Namibia","Electricity - total wind production","2021","Kilowatt-hours, million","21.625",""
"Namibia","Electricity - total wind production","2020","Kilowatt-hours, million","21.625",""
"Namibia","Electricity - total wind production","2019","Kilowatt-hours, million","21.625",""
"Nepal","Electricity - total wind production","2023","Kilowatt-hours, million","0",""
"Nepal","Electricity - total wind production","2022","Kilowatt-hours, million","0",""
"Nepal","Electricity - total wind production","2021","Kilowatt-hours, million","0.528",""
"Nepal","Electricity - total wind production","2020","Kilowatt-hours, million","0.528",""
"Nepal","Electricity - total wind production","2019","Kilowatt-hours, million","0.389",""
"Netherlands (Kingd. of the)","Electricity - total wind production","2022","Kilowatt-hours, million","21400.798",""
"Netherlands (Kingd. of the)","Electricity - total wind production","2021","Kilowatt-hours, million","18046.019",""
"Netherlands (Kingd. of the)","Electricity - total wind production","2020","Kilowatt-hours, million","15277.726",""
"Netherlands (Kingd. of the)","Electricity - total wind production","2019","Kilowatt-hours, million","11507.927",""
"New Caledonia","Electricity - total wind production","2023","Kilowatt-hours, million","80.219",""
"New Caledonia","Electricity - total wind production","2022","Kilowatt-hours, million","49.426",""
"New Caledonia","Electricity - total wind production","2021","Kilowatt-hours, million","41.042",""
"New Caledonia","Electricity - total wind production","2020","Kilowatt-hours, million","48.565",""
"New Caledonia","Electricity - total wind production","2019","Kilowatt-hours, million","56.576",""
"New Zealand","Electricity - total wind production","2022","Kilowatt-hours, million","2865.226",""
"New Zealand","Electricity - total wind production","2021","Kilowatt-hours, million","2642.454",""
"New Zealand","Electricity - total wind production","2020","Kilowatt-hours, million","2304.566",""
"New Zealand","Electricity - total wind production","2019","Kilowatt-hours, million","2255.442",""
"Nicaragua","Electricity - total wind production","2022","Kilowatt-hours, million","561.872",""
"Nicaragua","Electricity - total wind production","2021","Kilowatt-hours, million","655.838",""
"Nicaragua","Electricity - total wind production","2020","Kilowatt-hours, million","549.933",""
"Nicaragua","Electricity - total wind production","2019","Kilowatt-hours, million","730.165",""
"Nigeria","Electricity - total wind production","2020","Kilowatt-hours, million","3","1"
"Nigeria","Electricity - total wind production","2019","Kilowatt-hours, million","3",""
"North Macedonia","Electricity - total wind production","2023","Kilowatt-hours, million","157.647",""
"North Macedonia","Electricity - total wind production","2022","Kilowatt-hours, million","107.656",""
"North Macedonia","Electricity - total wind production","2021","Kilowatt-hours, million","103.336",""
"North Macedonia","Electricity - total wind production","2020","Kilowatt-hours, million","116.884",""
"North Macedonia","Electricity - total wind production","2019","Kilowatt-hours, million","101.807",""
"Norway","Electricity - total wind production","2022","Kilowatt-hours, million","14809.858",""
"Norway","Electricity - total wind production","2021","Kilowatt-hours, million","11770.146",""
"Norway","Electricity - total wind production","2020","Kilowatt-hours, million","9912.532",""
"Norway","Electricity - total wind production","2019","Kilowatt-hours, million","5524.508",""
"Other Asia","Electricity - total wind production","2022","Kilowatt-hours, million","3543.061",""
"Other Asia","Electricity - total wind production","2021","Kilowatt-hours, million","2208.638",""
"Other Asia","Electricity - total wind production","2020","Kilowatt-hours, million","2308.872",""
"Other Asia","Electricity - total wind production","2019","Kilowatt-hours, million","1892.232",""
"Pakistan","Electricity - total wind production","2022","Kilowatt-hours, million","4086",""
"Pakistan","Electricity - total wind production","2021","Kilowatt-hours, million","4800",""
"Pakistan","Electricity - total wind production","2020","Kilowatt-hours, million","2900",""
"Pakistan","Electricity - total wind production","2019","Kilowatt-hours, million","2914",""
"Panama","Electricity - total wind production","2023","Kilowatt-hours, million","891.6",""
"Panama","Electricity - total wind production","2022","Kilowatt-hours, million","579.3",""
"Panama","Electricity - total wind production","2021","Kilowatt-hours, million","529.6",""
"Panama","Electricity - total wind production","2020","Kilowatt-hours, million","584.2",""
"Panama","Electricity - total wind production","2019","Kilowatt-hours, million","724.6",""
"Peru","Electricity - total wind production","2022","Kilowatt-hours, million","1931.87",""
"Peru","Electricity - total wind production","2021","Kilowatt-hours, million","1821.349",""
"Peru","Electricity - total wind production","2020","Kilowatt-hours, million","1814.102",""
"Peru","Electricity - total wind production","2019","Kilowatt-hours, million","1655.039",""
"Philippines","Electricity - total wind production","2022","Kilowatt-hours, million","1030",""
"Philippines","Electricity - total wind production","2021","Kilowatt-hours, million","1269.7",""
"Philippines","Electricity - total wind production","2020","Kilowatt-hours, million","1026.4",""
"Philippines","Electricity - total wind production","2019","Kilowatt-hours, million","1041.7",""
"Poland","Electricity - total wind production","2022","Kilowatt-hours, million","19779.538",""
"Poland","Electricity - total wind production","2021","Kilowatt-hours, million","16233.547",""
"Poland","Electricity - total wind production","2020","Kilowatt-hours, million","15800.049",""
"Poland","Electricity - total wind production","2019","Kilowatt-hours, million","15106.759",""
"Portugal","Electricity - total wind production","2022","Kilowatt-hours, million","13244.007",""
"Portugal","Electricity - total wind production","2021","Kilowatt-hours, million","13215.614",""
"Portugal","Electricity - total wind production","2020","Kilowatt-hours, million","12298.663",""
"Portugal","Electricity - total wind production","2019","Kilowatt-hours, million","13666.949",""
"Puerto Rico","Electricity - total wind production","2023","Kilowatt-hours, million","160","1"
"Puerto Rico","Electricity - total wind production","2022","Kilowatt-hours, million","155.704",""
"Puerto Rico","Electricity - total wind production","2021","Kilowatt-hours, million","165.69",""
"Puerto Rico","Electricity - total wind production","2020","Kilowatt-hours, million","142.7",""
"Puerto Rico","Electricity - total wind production","2019","Kilowatt-hours, million","159",""
"Republic of Moldova","Electricity - total wind production","2023","Kilowatt-hours, million","192.4",""
"Republic of Moldova","Electricity - total wind production","2022","Kilowatt-hours, million","140",""
"Republic of Moldova","Electricity - total wind production","2021","Kilowatt-hours, million","77",""
"Republic of Moldova","Electricity - total wind production","2020","Kilowatt-hours, million","51",""
"Republic of Moldova","Electricity - total wind production","2019","Kilowatt-hours, million","43",""
"Romania","Electricity - total wind production","2022","Kilowatt-hours, million","6996.872",""
"Romania","Electricity - total wind production","2021","Kilowatt-hours, million","6575.55",""
"Romania","Electricity - total wind production","2020","Kilowatt-hours, million","6945.462",""
"Romania","Electricity - total wind production","2019","Kilowatt-hours, million","6772.809",""
"Russian Federation","Electricity - total wind production","2022","Kilowatt-hours, million","5547",""
"Russian Federation","Electricity - total wind production","2021","Kilowatt-hours, million","3311.3",""
"Russian Federation","Electricity - total wind production","2020","Kilowatt-hours, million","1240.9",""
"Russian Federation","Electricity - total wind production","2019","Kilowatt-hours, million","330.793",""
"Samoa","Electricity - total wind production","2023","Kilowatt-hours, million","0.189",""
"Samoa","Electricity - total wind production","2022","Kilowatt-hours, million","0.177",""
"Samoa","Electricity - total wind production","2021","Kilowatt-hours, million","0.106",""
"Samoa","Electricity - total wind production","2020","Kilowatt-hours, million","0.218",""
"Samoa","Electricity - total wind production","2019","Kilowatt-hours, million","0.216",""
"Saudi Arabia","Electricity - total wind production","2022","Kilowatt-hours, million","1588",""
"Saudi Arabia","Electricity - total wind production","2021","Kilowatt-hours, million","409",""
"Saudi Arabia","Electricity - total wind production","2020","Kilowatt-hours, million","6","1"
"Saudi Arabia","Electricity - total wind production","2019","Kilowatt-hours, million","5.69",""
"Senegal","Electricity - total wind production","2022","Kilowatt-hours, million","395.556",""
"Senegal","Electricity - total wind production","2021","Kilowatt-hours, million","399.857",""
"Senegal","Electricity - total wind production","2020","Kilowatt-hours, million","217.389",""
"Senegal","Electricity - total wind production","2019","Kilowatt-hours, million","23.132",""
"Serbia","Electricity - total wind production","2022","Kilowatt-hours, million","949.339",""
"Serbia","Electricity - total wind production","2021","Kilowatt-hours, million","1084.541",""
"Serbia","Electricity - total wind production","2020","Kilowatt-hours, million","975.63",""
"Serbia","Electricity - total wind production","2019","Kilowatt-hours, million","898.212",""
"Seychelles","Electricity - total wind production","2023","Kilowatt-hours, million","6.2",""
"Seychelles","Electricity - total wind production","2022","Kilowatt-hours, million","6.58",""
"Seychelles","Electricity - total wind production","2021","Kilowatt-hours, million","5.1",""
"Seychelles","Electricity - total wind production","2020","Kilowatt-hours, million","6",""
"Seychelles","Electricity - total wind production","2019","Kilowatt-hours, million","4.9",""
"Slovakia","Electricity - total wind production","2022","Kilowatt-hours, million","4",""
"Slovakia","Electricity - total wind production","2021","Kilowatt-hours, million","5",""
"Slovakia","Electricity - total wind production","2020","Kilowatt-hours, million","4",""
"Slovakia","Electricity - total wind production","2019","Kilowatt-hours, million","6",""
"Slovenia","Electricity - total wind production","2022","Kilowatt-hours, million","5.731",""
"Slovenia","Electricity - total wind production","2021","Kilowatt-hours, million","5.593",""
"Slovenia","Electricity - total wind production","2020","Kilowatt-hours, million","6.251",""
"Slovenia","Electricity - total wind production","2019","Kilowatt-hours, million","6.15",""
"Somalia","Electricity - total wind production","2023","Kilowatt-hours, million","6.22","1"
"Somalia","Electricity - total wind production","2022","Kilowatt-hours, million","6.22","1"
"Somalia","Electricity - total wind production","2021","Kilowatt-hours, million","6.22",""
"Somalia","Electricity - total wind production","2020","Kilowatt-hours, million","6.22",""
"Somalia","Electricity - total wind production","2019","Kilowatt-hours, million","6.22",""
"South Africa","Electricity - total wind production","2022","Kilowatt-hours, million","9689",""
"South Africa","Electricity - total wind production","2021","Kilowatt-hours, million","8356",""
"South Africa","Electricity - total wind production","2020","Kilowatt-hours, million","6611",""
"South Africa","Electricity - total wind production","2019","Kilowatt-hours, million","6624",""
"Spain","Electricity - total wind production","2022","Kilowatt-hours, million","62784",""
"Spain","Electricity - total wind production","2021","Kilowatt-hours, million","62061",""
"Spain","Electricity - total wind production","2020","Kilowatt-hours, million","56444",""
"Spain","Electricity - total wind production","2019","Kilowatt-hours, million","55647",""
"Sri Lanka","Electricity - total wind production","2022","Kilowatt-hours, million","741.815",""
"Sri Lanka","Electricity - total wind production","2021","Kilowatt-hours, million","657.3",""
"Sri Lanka","Electricity - total wind production","2020","Kilowatt-hours, million","344.457",""
"Sri Lanka","Electricity - total wind production","2019","Kilowatt-hours, million","350.2",""
"St. Helena and Depend.","Electricity - total wind production","2023","Kilowatt-hours, million","0.616",""
"St. Helena and Depend.","Electricity - total wind production","2022","Kilowatt-hours, million","0.986",""
"St. Helena and Depend.","Electricity - total wind production","2021","Kilowatt-hours, million","1.366",""
"St. Helena and Depend.","Electricity - total wind production","2020","Kilowatt-hours, million","1.831",""
"St. Helena and Depend.","Electricity - total wind production","2019","Kilowatt-hours, million","1.887",""
"St. Kitts-Nevis","Electricity - total wind production","2023","Kilowatt-hours, million","5.58","1"
"St. Kitts-Nevis","Electricity - total wind production","2022","Kilowatt-hours, million","5.58","1"
"St. Kitts-Nevis","Electricity - total wind production","2021","Kilowatt-hours, million","5.58",""
"St. Kitts-Nevis","Electricity - total wind production","2020","Kilowatt-hours, million","5.58",""
"St. Kitts-Nevis","Electricity - total wind production","2019","Kilowatt-hours, million","5.58",""
"Sweden","Electricity - total wind production","2022","Kilowatt-hours, million","33253",""
"Sweden","Electricity - total wind production","2021","Kilowatt-hours, million","27244",""
"Sweden","Electricity - total wind production","2020","Kilowatt-hours, million","27526",""
"Sweden","Electricity - total wind production","2019","Kilowatt-hours, million","19847",""
"Switzerland","Electricity - total wind production","2022","Kilowatt-hours, million","149.694",""
"Switzerland","Electricity - total wind production","2021","Kilowatt-hours, million","144.94",""
"Switzerland","Electricity - total wind production","2020","Kilowatt-hours, million","145.45",""
"Switzerland","Electricity - total wind production","2019","Kilowatt-hours, million","145.92",""
"Syrian Arab Republic","Electricity - total wind production","2022","Kilowatt-hours, million","0.6",""
"Syrian Arab Republic","Electricity - total wind production","2021","Kilowatt-hours, million","0.6",""
"Syrian Arab Republic","Electricity - total wind production","2020","Kilowatt-hours, million","0.6",""
"Syrian Arab Republic","Electricity - total wind production","2019","Kilowatt-hours, million","0.6",""
"Thailand","Electricity - total wind production","2023","Kilowatt-hours, million","3741",""
"Thailand","Electricity - total wind production","2022","Kilowatt-hours, million","2988",""
"Thailand","Electricity - total wind production","2021","Kilowatt-hours, million","3462.43",""
"Thailand","Electricity - total wind production","2020","Kilowatt-hours, million","3124",""
"Thailand","Electricity - total wind production","2019","Kilowatt-hours, million","3670.3",""
"Tonga","Electricity - total wind production","2023","Kilowatt-hours, million","1.8","1"
"Tonga","Electricity - total wind production","2022","Kilowatt-hours, million","1.7",""
"Tonga","Electricity - total wind production","2021","Kilowatt-hours, million","2.331",""
"Tonga","Electricity - total wind production","2020","Kilowatt-hours, million","2.62",""
"Tonga","Electricity - total wind production","2019","Kilowatt-hours, million","0.227",""
"Trinidad and Tobago","Electricity - total wind production","2022","Kilowatt-hours, million","0.06","1"
"Trinidad and Tobago","Electricity - total wind production","2021","Kilowatt-hours, million","0.059",""
"Trinidad and Tobago","Electricity - total wind production","2020","Kilowatt-hours, million","0.059",""
"Trinidad and Tobago","Electricity - total wind production","2019","Kilowatt-hours, million","0.059",""
"Tunisia","Electricity - total wind production","2022","Kilowatt-hours, million","321.97",""
"Tunisia","Electricity - total wind production","2021","Kilowatt-hours, million","425.07",""
"Tunisia","Electricity - total wind production","2020","Kilowatt-hours, million","465.22",""
"Tunisia","Electricity - total wind production","2019","Kilowatt-hours, million","500",""
"Türkiye","Electricity - total wind production","2022","Kilowatt-hours, million","34945.448",""
"Türkiye","Electricity - total wind production","2021","Kilowatt-hours, million","31436.75",""
"Türkiye","Electricity - total wind production","2020","Kilowatt-hours, million","24828.222",""
"Türkiye","Electricity - total wind production","2019","Kilowatt-hours, million","21730.713",""
"Ukraine","Electricity - total wind production","2022","Kilowatt-hours, million","1812.864",""
"Ukraine","Electricity - total wind production","2021","Kilowatt-hours, million","2832.6",""
"Ukraine","Electricity - total wind production","2020","Kilowatt-hours, million","3270.6",""
"Ukraine","Electricity - total wind production","2019","Kilowatt-hours, million","2020.2",""
"United Kingdom","Electricity - total wind production","2022","Kilowatt-hours, million","80257.264",""
"United Kingdom","Electricity - total wind production","2021","Kilowatt-hours, million","64663.14",""
"United Kingdom","Electricity - total wind production","2020","Kilowatt-hours, million","75379.867",""
"United Kingdom","Electricity - total wind production","2019","Kilowatt-hours, million","63834.897",""
"United States","Electricity - total wind production","2022","Kilowatt-hours, million","439270.222",""
"United States","Electricity - total wind production","2021","Kilowatt-hours, million","382813.997",""
"United States","Electricity - total wind production","2020","Kilowatt-hours, million","341818.283",""
"United States","Electricity - total wind production","2019","Kilowatt-hours, million","298200.12",""
"United States Virgin Is.","Electricity - total wind production","2023","Kilowatt-hours, million","0",""
"United States Virgin Is.","Electricity - total wind production","2022","Kilowatt-hours, million","0",""
"United States Virgin Is.","Electricity - total wind production","2021","Kilowatt-hours, million","0",""
"United States Virgin Is.","Electricity - total wind production","2020","Kilowatt-hours, million","0",""
"United States Virgin Is.","Electricity - total wind production","2019","Kilowatt-hours, million","0.272",""
"Uruguay","Electricity - total wind production","2023","Kilowatt-hours, million","4764.8",""
"Uruguay","Electricity - total wind production","2022","Kilowatt-hours, million","4783.1",""
"Uruguay","Electricity - total wind production","2021","Kilowatt-hours, million","4991.3",""
"Uruguay","Electricity - total wind production","2020","Kilowatt-hours, million","5475.5",""
"Uruguay","Electricity - total wind production","2019","Kilowatt-hours, million","4752.4",""
"Uzbekistan","Electricity - total wind production","2023","Kilowatt-hours, million","7.2",""
"Uzbekistan","Electricity - total wind production","2022","Kilowatt-hours, million","0",""
"Uzbekistan","Electricity - total wind production","2021","Kilowatt-hours, million","1.2",""
"Uzbekistan","Electricity - total wind production","2020","Kilowatt-hours, million","15.5",""
"Uzbekistan","Electricity - total wind production","2019","Kilowatt-hours, million","15.5",""
"Vanuatu","Electricity - total wind production","2023","Kilowatt-hours, million","3.9","1"
"Vanuatu","Electricity - total wind production","2022","Kilowatt-hours, million","2.77",""
"Vanuatu","Electricity - total wind production","2021","Kilowatt-hours, million","4.13",""
"Vanuatu","Electricity - total wind production","2020","Kilowatt-hours, million","5.62",""
"Vanuatu","Electricity - total wind production","2019","Kilowatt-hours, million","6.16",""
"Venezuela (Bolivar. Rep.)","Electricity - total wind production","2022","Kilowatt-hours, million","16.22",""
"Venezuela (Bolivar. Rep.)","Electricity - total wind production","2021","Kilowatt-hours, million","19.14",""
"Venezuela (Bolivar. Rep.)","Electricity - total wind production","2020","Kilowatt-hours, million","19.88",""
"Venezuela (Bolivar. Rep.)","Electricity - total wind production","2019","Kilowatt-hours, million","60.36",""
"Viet Nam","Electricity - total wind production","2022","Kilowatt-hours, million","9063.98290788711",""
"Viet Nam","Electricity - total wind production","2021","Kilowatt-hours, million","3346",""
"Viet Nam","Electricity - total wind production","2020","Kilowatt-hours, million","976",""
"Viet Nam","Electricity - total wind production","2019","Kilowatt-hours, million","312",""

"fnSeqID","Footnote"
"1","Estimate"
